the_geom,other_names_1,cartodb_georef_status,iu_archives_number,latitude,longitude,purl,image_url,archive_date,description_from_notebook,description_from_slide_mount,image_note,slide_condition,city_and_state,geocoordinates,personal_names_1,corporate_names_1,cartodb_id,genre_1,genre_2,topical_subject_headings_1,topical_subject_headings_2,topical_subject_headings_3,topical_subject_headings_4,topical_subject_headings_5,topical_subject_headings_6,topical_subject_headings_7,topical_subject_headings_8,topical_subject_headings_9,topical_subject_headings_10,topical_subject_headings_11,topical_subject_headings_12,other_1,date
0101000020E610000089940B3AC69A5EC03333333333E34240,,FALSE,6572,37.775,-122.4183488,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06572,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06572.jpg,"Feb. 15, 1953",Children on steep sidewalk of Kearny St. on Tel Hill.,Children on steep sidewalk of Kearny St. above Broadway.,,masked.,"San Francisco, California","37.775, -122.4183488",,,3511,,,Dwellings,Windows,Men,Children,Streets,Doors & doorways,Sidewalks,Stairways,,,,,"Telegraph Hill (San Francisco, Calif.)",1953-02-15 00:00:00+00
0101000020E6100000BE34A039C69A5EC03333333333E34240,,FALSE,6571,37.775,-122.4183487,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06571,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06571.jpg,"Feb. 15, 1953",Looking up at south shoulder of Telegraph Hill.,Looking up at south shoulder of Telegraph Hill from Broadway.San Francisco.,,masked.,"San Francisco, California","37.775, -122.4183487",,,3510,,,Trees,Shrubs,Hills,Dwellings,Signs (Notices),Shadows,Buildings,Scaffolding,,,,,"Telegraph Hill (San Francisco, Calif.)",1953-02-15 00:00:00+00
0101000020E610000053509B82C69A5EC03333333333E34240,,FALSE,7553,37.775,-122.4183661,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07553,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07553.jpg,"Feb. 18, 1955","13-21- Views from middle of Golden Gate BridgeBritish liner ORSOVA outward bound, 4 hours late, heads for the Golden Gate on a clear, windy afternoon - shortly after 4 PM. seen from middle of Golden Gate Bridge",British Orient Line's ORSOVA leaving San Francisco at 22 knots 4 hours late,,,"San Francisco, California","37.775, -122.4183661",,British Orient Lines,3684,Marine photographs,,Ocean liners,Bays (Bodies of water),Land,Trees,Hills,Coastlines,,,,,,,"Golden Gate Bridge (San Francisco, Calif.)",1955-02-18 00:00:00+00
0101000020E610000071AE6186C69A5EC03333333333E34240,,FALSE,7659,37.775,-122.418367,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07659,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07659.jpg,"Mar. 5, 1955",From Twin Peaks toward Mt. Diablo,View East by north from Twin PeaksSan Francisco,,,"San Francisco, California","37.775, -122.4183670",,,3693,Cityscape photographs,,Bodies of water,Buildings,Streets,Trees,Dwellings,Utility poles,Automobiles,Piers & wharves,Vessels,Sidewalks,,,"Twin Peaks (San Francisco County, Calif.)",1955-03-05 00:00:00+00
0101000020E61000006B92697EC69A5EC03333333333E34240,,FALSE,7543,37.775,-122.4183651,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07543,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07543.jpg,"Jan. 23, 1955",Heather (same as 3),Heather Strybing AroboretumSan Francisco(see 1-55.2),"Unknown what Cushman exactly means by ""same as 3.""",,"San Francisco, California","37.775, -122.4183651",,Strybing Arboretum and Botanical Gardens,3674,Identification photographs,,Shrubs,Flowers,,,,,,,,,,,Heather,1955-01-23 00:00:00+00
0101000020E61000002459D130C69A5EC03333333333E34240,,FALSE,6547,37.775,-122.4183466,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06547,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06547.jpg,"Jan. 30, 1953",Ferry Bldg.,Ferry Building.San Francisco.,,,"San Francisco, California","37.775, -122.4183466",,"Ferry Station Post Office Building (San Francisco, Calif.)",3489,Cityscape photographs,,Clock towers,Columns,Buildings,Signs (Notices),Street lights,Buses,Automobiles,Fire hydrants,People,Flagpoles,Streets,Electric lines,,1953-01-30 00:00:00+00
0101000020E610000059F96530C69A5EC03333333333E34240,,FALSE,6546,37.775,-122.4183465,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06546,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06546.jpg,"Jan. 30, 1953",Market St. - NE from 3rd St. 2:40 PM.,Market St. northeast from 3rd St.San Francisco.,,,"San Francisco, California","37.775, -122.4183465",,,3488,Cityscape photographs,,Buildings,Streets,Electric lines,Signs (Notices),Street railroads,People,Traffic signs & signals,Sidewalks,Fire escapes,Automobiles,,,,1953-01-30 00:00:00+00
0101000020E6100000EE7085C1C69A5EC03333333333E34240,Spirea japonica,FALSE,8291,37.775,-122.4183811,http://purl.dlib.indiana.edu/iudl/archives/cushman/P08291,http://webapp1.dlib.indiana.edu/collections/cushman/full/P08291.jpg,"Jul. 11, 1955",Spirea Japonica (confer # 12),Strybing ArboretumGolden Gate Park,,masked.,"San Francisco, California","37.775, -122.4183811",,Strybing Arboretum and Botanical Gardens,3834,Identification photographs,,Plants,Flowers,Botanical gardens,,,,,,,,,,Spireas,1955-07-11 00:00:00+00
0101000020E6100000938B31B08E975AC0B09EA40A90C14340,,FALSE,6852,39.5122083,-106.368084,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06852,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06852.jpg,"Oct. 13, 1953","Redcliff, Colo. From high bridge","Redcliff, Colo from high bridge above gorge of Eagle river.",,,"Red Cliff, Colorado","39.5122083, -106.3680840",,,3148,Cityscape photographs,,Railroads,Trees,Rivers,Utility poles,Rocks,Mountains,Valleys,Shrubs,Canyons,,,,,1953-10-13 00:00:00+00
0101000020E6100000FECB5AAF8E975AC0B09EA40A90C14340,,FALSE,6395,39.5122083,-106.3680838,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06395,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06395.jpg,"Nov. 2, 1952",Looking into some (Eagle river) canyon.,"Canyon of Eagle River after sudden snowstorm near Radcliff, Colorado.",,"Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Red Cliff, Colorado","39.5122083, -106.3680838",,,3146,Landscape photographs,,Canyons,Snow,Mountains,Forests,Rivers,Trails & paths,,,,,,,Red Cliff (Colo.),1952-11-02 00:00:00+00
0101000020E6100000826CFE043C0756C04FE0E70995EE4440,,FALSE,4956,41.8639233,-88.1130383,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04956,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04956.jpg,17293,Another larch. | Another larch,Young larchArb. E.,,,"Wheaton, Illinois","41.8639233, -88.1130383",,Morton Arboretum,5296,Identification photographs,,Trees,Botanical gardens,,,,,,,,,,,,1951-05-07 00:00:00+00
0101000020E6100000967032BBB8925AC0404BFCF61AA04340,,FALSE,6858,39.2508229,-106.2925251,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06858,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06858.jpg,"Oct. 13, 1953",Female,Woman on a Leadville Street,,,"Leadville, Colorado","39.2508229, -106.2925251",,,2270,Portraits,,Women,Aged persons,Sidewalks,Fences,Bay windows,Trees,Tree limbs,Leaves,Dresses,Houses,Walking,Clapboard siding,,1953-10-13 00:00:00+00
0101000020E610000069143713F8E755C0626E522C12F04440,Eastern Cock of the Walk,FALSE,4667,41.8755546,-87.6245163,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04667,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04667.jpg,"Mar. 23, 1950",Eastern Cock of the Walk. | Eastern Cock of the Ruk N. or So Amer,Brookfield ZooEastern Cock of the Walk from northern South America,,,"Chicago, Illinois","41.8755546, -87.6245163",,Brookfield Zoo (Ill.),1374,Identification photographs,,Zoo animals,Zoos,Birds,Tree limbs,,,,,,,,,,1950-03-23 00:00:00+00
0101000020E61000006A45E570F7E755C0626E522C12F04440,,FALSE,4003,41.8755546,-87.6244776,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04003,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04003.jpg,"Jul. 8, 1948",Musai giraffe (sister of above) at Brookfield,Masai GiraffeBrookfield,,,"Chicago, Illinois","41.8755546, -87.6244776",,Brookfield Zoo (Ill.),987,Identification photographs,,Giraffes,Painting,Walls,,Zoo animals,Zoos,,,,,,,,1948-07-08 00:00:00+00
0101000020E61000003474A213F8E755C0626E522C12F04440,,FALSE,4668,41.8755546,-87.6245164,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04668,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04668.jpg,"Mar. 23, 1950",Red Cock of the Walk. | Red Cock of the Rock Columbia - Ecuador,Red Cock of the WalkColombia + EcuadorBrookfield Zoo,,,"Chicago, Illinois","41.8755546, -87.6245164",,Brookfield Zoo (Ill.),1375,Identification photographs,,Birds,Zoo animals,Zoos,,,,,,,,,,,1950-03-23 00:00:00+00
0101000020E61000009FFDED5726F655C0366D6BB0153B4340,,FALSE,3641,38.4615994,-87.8460903,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03641,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03641.jpg,"Apr. 28, 1947",Dappled sunlight inside the White Spruce grove. Arb. E.,Inside the White Spruce wood noonArb. E.CWC,,,"Wabash, Illinois","38.4615994, -87.8460903",,Morton Arboretum,4351,Landscape photographs,,Trees,Shadows,Shrubs,Spruces,Botanical gardens,,,,,,,,White spruce,1947-04-28 00:00:00+00
0101000020E6100000FA2F6BBD3A0756C04FE0E70995EE4440,,FALSE,3202,41.8639233,-88.1129602,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03202,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03202.jpg,"Apr. 21, 1946",Red Bud + conifers. Arb.W.,Red Bud and conifer. Arb. W.,,,"Wheaton, Illinois","41.8639233, -88.1129602",,Morton Arboretum,4515,Identification photographs,,Redbuds,Shrubs,Flowers,Botanical gardens,,,,,,,,,,1946-04-21 00:00:00+00
0101000020E6100000CAABCEC53A0756C04FE0E70995EE4440,Malus scheidleckerii,FALSE,3224,41.8639233,-88.1129622,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03224,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03224.jpg,"Apr. 24, 1946",Malus SCHEIDLECKERII-double -flowered Japanese flowering crab.,Malus Scheidleckerii.Arb. W.,,,"Wheaton, Illinois","41.8639233, -88.1129622",,Morton Arboretum,4535,Identification photographs,,Apple trees,Shrubs,Flowers,Botanical gardens,,,,,,,,,Crabapples,1946-04-24 00:00:00+00
0101000020E6100000A05A33E83A0756C04FE0E70995EE4440,,FALSE,3327,41.8639233,-88.1129704,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03327,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03327.jpg,15487,"Golden Ragwort along Trail 41, Arboretum West.",Golden Ragwort along Trail along bank of stream in Arboretum- W.Senecio aureus,,,"Wheaton, Illinois","41.8639233, -88.1129704",,Morton Arboretum,4617,Identification photographs,,Trees,Shrubs,Flowers,Shadows,Trails & paths,Botanical gardens,,,,,,,Senecio,1946-05-27 00:00:00+00
0101000020E6100000D6FAC7E73A0756C04FE0E70995EE4440,Senecio aureus,FALSE,3326,41.8639233,-88.1129703,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03326,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03326.jpg,15487,"Golden Ragwort along Trail 41, Arboretum West.",Golden RagwortSenecio aureus L.Arb. W.,,,"Wheaton, Illinois","41.8639233, -88.1129703",,Morton Arboretum,4616,Identification photographs,,Trees,Shrubs,Flowers,Trails & paths,Lakes & ponds,Botanical gardens,,,,,,,Senecio,1946-05-27 00:00:00+00
0101000020E61000000A6840BF25945DC0B95510035DD24140,,FALSE,7644,35.6434635,-118.3148039,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07644,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07644.jpg,"Feb. 28, 1955",Cottonwood at Weldon,"Cottonwood with mistletoe near Weldon, on Calif. 178",,,"Weldon, California","35.6434635, -118.314803898713",,,4414,Identification photographs,,Trees,Mistletoe,,,,,,,,,,,Cottonwood,1955-02-28 00:00:00+00
0101000020E610000094AC79443B0756C04FE0E70995EE4440,Peony argosy,FALSE,3723,41.8639233,-88.1129924,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03723,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03723.jpg,"Jun. 9, 1947",Yellow single Peony- ArgosyArb E.,"PEONY ""ARGOSY""ARBORETUM EASTCUSHMAN",,"Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Wheaton, Illinois","41.8639233, -88.1129924",,Morton Arboretum,4837,Identification photographs,,Peonies,Botanical gardens,Shrubs,Flowers,,,,,,,,,,1947-06-09 00:00:00+00
0101000020E61000000537AD6F3B0756C04FE0E70995EE4440,Cotinus coggygria,FALSE,3871,41.8639233,-88.1130027,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03871,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03871.jpg,"Oct. 20, 1947",Bearded branches of European Smoke tree (Cotinus Coggygria). Arb. E,European Smoke TreeCotinus CoggygriaArb. E.,,,"Wheaton, Illinois","41.8639233, -88.1130027",,Morton Arboretum,4940,Identification photographs,,Tree limbs,Leaves,Botanical gardens,,,,,,,,,,Rhus cotinus,1947-10-19 00:00:00+00
0101000020E61000008EBE93603B0756C04FE0E70995EE4440,,FALSE,3831,41.8639233,-88.1129991,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03831,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03831.jpg,"Oct. 16, 1947",Small Maple along Forest Rd. Return. Arb. E.,Small Maple along Forest Road Return. Arb.,,,"Wheaton, Illinois","41.8639233, -88.1129991",,Morton Arboretum,4904,Identification photographs,,Maples,Trees,Leaves,Shadows,Botanical gardens,Autumn,,,,,,,,1947-10-16 00:00:00+00
0101000020E61000007FC23467584253C08E72D5E18D724340,,FALSE,1825,38.8949549,-77.0366457,http://purl.dlib.indiana.edu/iudl/archives/cushman/P01825,http://webapp1.dlib.indiana.edu/collections/cushman/full/P01825.jpg,"Sep. 1, 1940  - Sep. 9, 1940",Capitol dome over shoulder of John Marshall Statue.,,,,"Washington, District of Columbia","38.8949549, -77.0366457","Marshall, John, 1755-1835",,4365,Architectural photographs,,Sculpture,Domes,Columns,Flags,Lampposts,Arches,Rotundas,Capitols,Clouds,Monuments & memorials,,,"John Marshall Memorial (Washington, D.C.)",1940-09-01 00:00:00+00
0101000020E6100000C49E329504C75BC06EA12B11A8A44040,,FALSE,7030,33.286379,-111.1096547,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07030,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07030.jpg,"Nov. 19, 1953",Two bridges over Queen Creek near Superior,"The old and new bridges over Queen Creek a few miles east of Superior, Arizona - US 60-70",,,"Superior, Arizona","33.286379, -111.109654712137",,,4097,Landscape photographs,,Bridges,Roads,Streams,Valleys,Mountains,Rocks,Grasses,,,,,,Queen Creek (Ariz.),1953-11-19 00:00:00+00
0101000020E61000007A30CE844BBB5BC05192640C621C4040,,FALSE,5584,32.2217422,-110.9264843,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05584,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05584.jpg,"Jan. 15, 1952",Jean near Exhibits 22 to 28 incl. = cave of Sarelinas,Strange rock above cave of the Sarelinas Sahuaro Nat'l Monument [Exhibits 22 to 28 inclusive],,,"Tucson, Arizona","32.2217422, -110.9264843","Cushman, Jean",,4255,Landscape photographs,Portraits,Shrubs,Women,Deserts,Rocks,Rock formations,Caves,National parks & reserves,,,,,,,1952-01-15 00:00:00+00
0101000020E6100000C4E85ECC3B0756C04FE0E70995EE4440,,FALSE,4681,41.8639233,-88.1130248,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04681,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04681.jpg,16927,River path by willows toward silver poplars | River path by willows toward Silver Poplars,DuPage river path by willows toward silver poplars.Arb. W.Cushman,,,"Wheaton, Illinois","41.8639233, -88.1130248",,Morton Arboretum,5161,,,Tree limbs,Trails & paths,Rivers,Shrubs,Shadows,Willows,Poplars,Botanical gardens,,,,,Du Page River (Ill.),1950-05-06 00:00:00+00
0101000020E6100000F988F3CB3B0756C04FE0E70995EE4440,,FALSE,4680,41.8639233,-88.1130247,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04680,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04680.jpg,16927,Northern Kobus magnolia | Northern Kobus Mag.,Northern Kobus MagnoliaArb. E. Cushman,,,"Wheaton, Illinois","41.8639233, -88.1130247",,Morton Arboretum,5160,Identification photographs,,Tree limbs,Flowers,Botanical gardens,Magnolias,,,,,,,,,,1950-05-06 00:00:00+00
0101000020E6100000535E2BA13B0756C04FE0E70995EE4440,,FALSE,4342,41.8639233,-88.1130145,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04342,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04342.jpg,"Apr. 29 ,1949",A lone white birch | Lone Birch - Arb E.,Lone BirchArb. E,,,"Wheaton, Illinois","41.8639233, -88.1130145",,Morton Arboretum,5058,Identification photographs,,Trees,Shrubs,Shadows,Botanical gardens,Birches,,,,,,,,,1949-04-29 00:00:00+00
0101000020E61000009A52A8B83B0756C04FE0E70995EE4440,Malus ellwangeriana,FALSE,4590,41.8639233,-88.1130201,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04590,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04590.jpg,"Oct. 10, 1949",Ellwanger Crab in bright red friut- Arb. W. | Malus Ellwangeriana - Arb. W.,"Crab in red fruit, Arb. W Malus Ellwangeriana",,,"Wheaton, Illinois","41.8639233, -88.1130201",,Morton Arboretum,5114,Identification photographs,,Trees,Fruit,Botanical gardens,,,,,,,,,,,1949-10-10 00:00:00+00
0101000020E610000035176EAF3B0756C04FE0E70995EE4440,Euonymus bungeana,FALSE,4566,41.8639233,-88.1130179,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04566,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04566.jpg,"Oct. 1, 1949",Fruit of Euonymus Bungeana | Fruit of Euonymus Bungeana,Fruit and Fall leaves of Euonymus Bungeana Arb. E.,,,"Wheaton, Illinois","41.8639233, -88.1130179",,Morton Arboretum,5092,Identification photographs,,Tree limbs,Leaves,Fruit,Botanical gardens,,,,,,,,,Euonymus,1949-10-01 00:00:00+00
0101000020E6100000C86DEAF29CBA5EC0FA2BBF677F854340,,FALSE,7193,39.0429506,-122.9158294,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07193,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07193.jpg,"Aug. 13, 1954",Tinder dry grass and green trees+ folded hills  of Lake Co. on way from Lakeport to Hopland- 6 PM,Lake county meadows and hills along Lakeport- Hopland road,,Anscochrome film.,"Lakeport, California","39.0429506, -122.9158294",,,2240,Landscape photographs,,Hills,Trees,Shrubs,Grasses,Meadows,,,,,,,,,1954-08-13 00:00:00+00
0101000020E6100000645A9BC6F6E755C0626E522C12F04440,,FALSE,2398,41.8755546,-87.624437,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02398,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02398.jpg,"Sep. 2, 1941","An old South Side residential street, now used by negroes. House with square pillars is 3240 Rhodes Ave.",An old South Side residential street. 3240 Rhodes Ave.,,,"Chicago, Illinois","41.8755546, -87.6244370",,,581,Architectural photographs,,Row houses,Columns,Balconies,Windows,People,Fences,Weeds,Sunflowers,Sidewalks,Shrubs,,,,1941-09-02 00:00:00+00
0101000020E61000001B09D91E62365CC0BFEBD8AD0ADD3F40,,FALSE,5591,31.8634442,-112.8497388,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05591,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05591.jpg,"Jan. 20, 1952",4 children near Sonoita,"Four Mexican children on way to Sonoita, Sonora on Sunday afternoon",,,"Sonoita, Sonora","31.8634442, -112.8497388",,,4027,Portraits,,Children,Roads,Trees,Mountains,Hills,Girls,Boys,Shadows,Dresses,Jeans (Clothing),,,,1952-01-19 00:00:00+00
