the_geom,other_names_1,cartodb_georef_status,iu_archives_number,latitude,longitude,purl,image_url,archive_date,description_from_notebook,description_from_slide_mount,image_note,slide_condition,city_and_state,geocoordinates,personal_names_1,corporate_names_1,cartodb_id,genre_1,genre_2,topical_subject_headings_1,topical_subject_headings_2,topical_subject_headings_3,topical_subject_headings_4,topical_subject_headings_5,topical_subject_headings_6,topical_subject_headings_7,topical_subject_headings_8,topical_subject_headings_9,topical_subject_headings_10,topical_subject_headings_11,topical_subject_headings_12,other_1,date
0101000020E6100000D8CF07709F995DC0C328AD646C094140,,FALSE,1851,34.0736204,-118.4003563,http://purl.dlib.indiana.edu/iudl/archives/cushman/P01851,http://webapp1.dlib.indiana.edu/collections/cushman/full/P01851.jpg,"Jun. 15, 1940",Terrace of Pink Geraniums. Sunset Blvd.,Terrace of Pink Geraniums. Beverly Hills.,,,"Beverly Hills, California","34.0736204, -118.4003563",,,167,Identification photographs,,Trees,Terraces,Flowers,Shrubs,Fences,Dwellings,Chimneys,Masonry,Vines,,,,Geraniums,1940-06-15 00:00:00+00
0101000020E61000001E5036E58A1356C0F8E351859AF14440,,FALSE,3138,41.8875281,-88.3053525,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03138,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03138.jpg,"Mar. 26, 1946",Along w. bk. Fox r. at Geneva,"Along west bank of Fox river at Geneva, Ill.",,,"Geneva, Illinois","41.8875281, -88.3053525",,,1913,Landscape photographs,,Dwellings,Trees,Shrubs,Rivers,,,,,,,,,Fox River (Wis. and Ill.),1946-03-26 00:00:00+00
0101000020E6100000E9AFA1E58A1356C0F8E351859AF14440,,FALSE,4644,41.8875281,-88.3053526,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04644,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04644.jpg,"Jan. 8, 1949","White fences and pink house. Genera, Ill. | House in Geneva",House in Genera,,,"Geneva, Illinois","41.8875281, -88.3053526",,,1914,,,Fences,Trees,Shrubs,Houses,Snow,Facilities,Shadows,,,,,,,1949-01-08 00:00:00+00
0101000020E61000005346B7B90C0D51C039CDA7339C314640,,FALSE,2453,44.3875794,-68.2039017,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02453,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02453.jpg,"Sep. 18, 1941","Various views from top of Cadillac Mtn. of Bar Harbor and Islands on east side of Mt. Desert Island. [Bar Isl., Sheep Porcupine, Burnt Porcupine, Long Porcupine; Round Isl., Throacap Isl.",Islands off east coast of Mt. Desert Island from top of Cadillac Mtn.,,,"Bar Harbor, Maine","44.3875794, -68.2039017",,,118,Marine photographs,Views,Harbors,Islands,Mountains,Oceans,Boulders,,,,,,,,Mount Desert Island (Me.),1941-09-18 00:00:00+00
0101000020E61000001DA622BA0C0D51C039CDA7339C314640,,FALSE,2454,44.3875794,-68.2039018,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02454,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02454.jpg,"Sep. 18, 1941","Various views from top of Cadillac Mtn. of Bar Harbor and Islands on east side of Mt. Desert Island. [Bar Isl., Sheep Porcupine, Burnt Porcupine, Long Porcupine; Round Isl., Throacap Isl.",Bar Harbor seen past shoulder of Cadillac Mtn.,,,"Bar Harbor, Maine","44.3875794, -68.2039018",,,119,Landscape photographs,,Mountains,Boulders,Harbors,Islands,,,,,,,,,Cadillac Mountain (Me.),1941-09-18 00:00:00+00
0101000020E610000090C01F7EFE5158C07649E6A26BB24240,,FALSE,6233,37.3939098,-97.281158,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06233,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06233.jpg,"Oct. 25, 1952",Detail of (perhaps a) larch of #1,"Detail of larch Bartlett ArboretumBelle Plaine, Kans.",,,"Belle Plaine, Kansas","37.3939098, -97.281158",,"Bartlett Arboretum (Belle Plaine, Kan.)",147,Identification photographs,,Leaves,Tree limbs,Larch trees,Botanical gardens,,,,,,,,,,1952-10-25 00:00:00+00
0101000020E6100000D7868A71FE5158C07649E6A26BB24240,,FALSE,6230,37.3939098,-97.281155,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06230,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06230.jpg,"Oct. 25, 1952","At Bartlett Arboretum Belle Plaine , Kans.","At Bartlett Arboretum, Belle Plaine, Kans.",,,"Belle Plaine, Kansas","37.3939098, -97.281155",,"Bartlett Arboretum (Belle Plaine, Kan.)",144,Views,,Botanical gardens,Walkways,Trees,Shrubs,Tree limbs,,,,,,,,,1952-10-25 00:00:00+00
0101000020E6100000C4133070AFE855C0FCC0FAE4CDC04440,New England asters,FALSE,3011,41.5062834,-87.6357079,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03011,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03011.jpg,"Sep. 20, 1945",New England Asters along Joe Orr road near Chgo. Hts.,"New England Asters along, Joe Orr Rd. Field north of Chgo. Hts",,,"Chicago Heights, Illinois","41.5062834, -87.6357079",,,421,Identification photographs,,Flowers,Meadows,Shrubs,Asters,,,,,,,,,,1945-09-19 00:00:00+00
0101000020E6100000C2DCEEE53EC15DC04975F002DBAF4140,,FALSE,5991,35.3738712,-119.019464,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05991,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05991.jpg,"Apr. 7, 1952",Along Hwy 466 between Bakersfield and Tehachapi.,"Along Hwy 466 between Bakersfield and Tehachapi, California.",,,"Bakersfield, California","35.3738712, -119.0194640",,,100,Landscape photographs,,Clouds,Trees,Hills,Mountains,Grasses,Meadows,Croplands,,,,,,,1952-04-07 00:00:00+00
0101000020E61000008C3C5AE63EC15DC04975F002DBAF4140,,FALSE,5992,35.3738712,-119.0194641,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05992,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05992.jpg,"Apr. 7, 1952",Along Hwy 466 between Bakersfield and Tehachapi.,Kern county landscape from US 466 approaching Tehachapi Mtns.,,,"Bakersfield, California","35.3738712, -119.0194641",,,101,Landscape photographs,,Hills,Meadows,Trees,Clouds,Mountains,Grasses,Croplands,,,,,,,1952-04-07 00:00:00+00
0101000020E6100000579CC5E63EC15DC04975F002DBAF4140,,FALSE,5993,35.3738712,-119.0194642,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05993,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05993.jpg,"Apr. 7, 1952",Peaked foothill between Bakersfield and Tehachapi.,Peaked foothill along Hwy 466 west of Tehachapi Pass.,,,"Bakersfield, California","35.3738712, -119.0194642",,,102,Landscape photographs,,Hills,Trees,Meadows,Fences,Grasses,Croplands,Shrubs,,,,,,,1952-04-07 00:00:00+00
0101000020E610000021FC30E73EC15DC04975F002DBAF4140,,FALSE,7425,35.3738712,-119.0194643,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07425,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07425.jpg,"Sep. 19, 1954",Cotton 10 mi. west of Bakersfield on 178.,California cotton along Calif. Hwy 178 10 miles west of Bakersfield.Kern county.,,,"Bakersfield, California","35.3738712, -119.0194643",,,103,Identification photographs,,Cotton,,Plants,,,,,,,,,,,1954-09-19 00:00:00+00
0101000020E6100000EC5B9CE73EC15DC04975F002DBAF4140,,FALSE,7426,35.3738712,-119.0194644,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07426,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07426.jpg,"Sep. 19, 1954",Cotton bolling 10 mi. w of Bakerfld.,"Ripening cotton.Kern county.10 miles west of Bakersfield, Calif.",,,"Bakersfield, California","35.3738712, -119.0194644",,,104,Identification photographs,,Cotton,,Plants,,,,,,,,,,,1954-09-19 00:00:00+00
0101000020E6100000B6BB07E83EC15DC04975F002DBAF4140,,FALSE,7561,35.3738712,-119.0194645,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07561,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07561.jpg,"Feb. 26, 1955",From pt. 12 mi E of Bakersfield view east toward Greenhorn Mtns,View east toward Greenhorn Mtns. point on Cal. 178 12 mi. east of Bakersfield,,,"Bakersfield, California","35.3738712, -119.0194645",,,105,Landscape photographs,,Clouds,Mountains,Trees,Roads,Hills,Buildings,,,,,,,Greenhorn Mountains (Calif.),1955-02-26 00:00:00+00
0101000020E6100000903B5BF65AD75EC058271D9BD3364840,Butchart,FALSE,1441,48.4283327,-123.3649269,http://purl.dlib.indiana.edu/iudl/archives/cushman/P01441,http://webapp1.dlib.indiana.edu/collections/cushman/full/P01441.jpg,Sep. 1938,C-1: C in Mr. B's Gardens.,C-1= In Mr. Butchart'sgardens. Victoria.,,magenta cast [fading of yellow dye].,"Victoria, British Columbia","48.4283327, -123.3649269","Cushman, Charles W. (Charles Weever), 1896-1972",,4303,Portraits,,Gardens,Trees,Shrubs,Men,Suits (Clothing),Flowers,,,,,,,,1938-09-01 00:00:00+00
0101000020E6100000EF7211DF891F53C0EF062C14447D4340,,FALSE,2078,38.9786401,-76.49279,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02078,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02078.jpg,"Sep. 16, 1940 - Sep. 23, 1940",Blue-black = Duke of Gloucester St.Annapolis,"Blue black, Duke of Gloucester St.Annapolis, Md.",,,"Annapolis, Maryland","38.9786401, -76.492790",,,44,Snapshots,,Children & adults,Sidewalks,Walls,African Americans,,,,,,,,,,1940-09-16 00:00:00+00
0101000020E610000007B5DFDA891F53C0EF062C14447D4340,,FALSE,2077,38.9786401,-76.492789,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02077,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02077.jpg,"Sep. 16, 1940 - Sep. 23, 1940","Row of old brick houses, half block from State Capitol, Annapolis",AnnapolisHalf block from Capitol,,,"Annapolis, Maryland","38.9786401, -76.492789",,,43,,,Dwellings,Windows,Shutters,African Americans,Doors & doorways,Sidewalks,Grilles,Railings,Arches,Row houses,,,Brick houses,1940-09-16 00:00:00+00
0101000020E61000004F93196F2B4451C0B6CA02DCE21A4640,,FALSE,2468,44.2100482,-69.065151,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02468,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02468.jpg,"Sep. 18, 1941","Boat harbor at Camden, Maine","Boat harbor at Camden, Maine- late afternoon",,,"Camden, Maine","44.2100482, -69.065151",,,339,Marine photographs,,Waterfronts,Dwellings,Sailboats,Piers & wharves,Harbors,,,,,,,,,1941-09-18 00:00:00+00
0101000020E610000061E8C7154D9E5CC00FCDE1FF33804740,Hotel Albert,FALSE,15795,47.0015869,-114.4734549,http://purl.dlib.indiana.edu/iudl/archives/cushman/P15795,http://webapp1.dlib.indiana.edu/collections/cushman/full/P15795.jpg,"Sep. 23, 1938","E-24: Street scene, Alberton, Mont.","E- 24 = CushmanLittle old mining townAlberton, Montana",,"magenta cast [fading of yellow dye]. Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Alberton, Montana","47.0015869, -114.4734549",,,16,Cityscape photographs,,Clouds,Trees,Hills,Signs (Notices),Utility poles,Hotels,Balconies,Dirt roads,Ladders,Fences,Churches,Stores & shops,,1938-09-23 00:00:00+00
0101000020E61000001E1B6536C6395CC0912A8A5759324040,,FALSE,5600,32.3933515,-112.9027229,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05600,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05600.jpg,"Jan. 20, 1952",Tall Sahauros,Very tall Sahuaros in Organ Pipe Cactus National Monument,,,"Ajo, Arizona","32.3933515, -112.902722929703",,,14,Identification photographs,,Cactus,Trees,Shrubs,Automobiles,Deserts,,,,,,,,Organ Pipe Cactus National Monument (Ariz.),1952-01-19 00:00:00+00
0101000020E61000001E1B6536C6395CC0912A8A5759324040,,FALSE,5601,32.3933515,-112.9027229,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05601,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05601.jpg,"Jan. 20, 1952",Organ Pipe Cactus,"Organ Pipe Cactus Nat'l Monument south of Ajo, Ariz.",,,"Ajo, Arizona","32.3933515, -112.902722929703",,,15,Identification photographs,,Cactus,Trees,Shrubs,Deserts,,,,,,,,,Organ Pipe Cactus National Monument (Ariz.),1952-01-19 00:00:00+00
0101000020E610000049CE4B9C9C565EC00AC5B189A7604340,,FALSE,5830,38.75511285,-121.3533087,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05830,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05830.jpg,"Mar. 3, 1952",Lone Cypress-17  mi. Dr.,Lone Cypress-17 mi Drive-Carmel by the Sea California,,,"Carmel, California","38.75511285, -121.353308748273",,,352,Identification photographs,,Trees,Cliffs,Rocks,Seas,Oceans,Cypresses,Trails & paths,,,,,,,1952-03-03 00:00:00+00
0101000020E610000049CE4B9C9C565EC00AC5B189A7604340,,FALSE,5832,38.75511285,-121.3533087,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05832,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05832.jpg,"Mar. 4, 1952",San Carlos Borromeo Mission at Carmel,Mission San Carlos Borromeo Carmel by the Sea California,,,"Carmel, California","38.75511285, -121.353308748273",,"Mission San Carlos Borromeo (Carmel, Calif.)",353,Architectural photographs,,Mission churches,Missions,Domes,Towers,Bell towers,Crosses,Flowers,Windows,Courtyards,Walkways,Shrubs,Trees,,1952-03-04 00:00:00+00
0101000020E610000049CE4B9C9C565EC00AC5B189A7604340,,FALSE,5833,38.75511285,-121.3533087,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05833,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05833.jpg,"Mar. 4, 1952",San Carlos Borromeo Mission at Carmel[L],Mission San Carlos Borromeo Carmel by the Sea California,,,"Carmel, California","38.75511285, -121.353308748273",,"Mission San Carlos Borromeo (Carmel, Calif.)",354,Architectural photographs,,Missions,Mission churches,Domes,Bell towers,Towers,Crosses,Trees,Shrubs,Flowers,Roofs,,,,1952-03-04 00:00:00+00
0101000020E6100000FFC64384A4635BC0B25DEB9CB0543F40,,FALSE,5504,31.3308199,-109.5569163,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05504,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05504.jpg,"Jan. 4, 1952",Calle 2 - Agua Preita.,Calle 2.  Agua Prieta - Mex.,,,"Agua Prieta, Sonora","31.3308199, -109.5569163",,,3,Cityscape photographs,,People,Dogs,Automobiles,Fences,Streets,Cities & towns,City & town life,Adobe buildings,Buildings,,,,,1952-01-04 00:00:00+00
0101000020E6100000B16A10E6760956C03E9DE1BCEEE24440,,FALSE,3249,41.7729107,-88.147882,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03249,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03249.jpg,"Apr. 25, 1946",C. B. &Q wreck.,"CB & Q wreck Naperville, Illinois",,"Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Naperville, Illinois","41.7729107, -88.147882",,,2706,Snapshots,,People,Accidents,Railroads,Railroad passenger cars,Railroad accidents,,,,,,,,,1946-04-25 00:00:00+00
0101000020E6100000850BD4BDA9A95AC0BF3D74E6C38A4140,,FALSE,6145,35.0841034,-106.6509852,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06145,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06145.jpg,"Apr. 14, 1952",Albuquerque Old Town - Plaza -,Plaza and Cathedral.  Albuquerque Old Town.,,,"Albuquerque, New Mexico","35.0841034, -106.6509852",,,20,Architectural photographs,,Streets,Cities & towns,Sidewalks,Lawns,Benches,Trees,Plazas,Churches,Street lights,Towers,Spires,Cathedrals,,1952-04-14 00:00:00+00
0101000020E61000001E1B6536C6395CC0912A8A5759324040,,FALSE,5588,32.3933515,-112.9027229,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05588,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05588.jpg,"Jan. 20, 1952",Cactus & crazy mtn. South of Ajo,Cactus with Ajo Mtns. in background along road to Organ Pipe Cactus Nat'l Mon.,,,"Ajo, Arizona","32.3933515, -112.902722929703",,,11,Landscape photographs,,Cactus,Deserts,Mountains,Shrubs,,,,,,,,,Ajo Range (Ariz.),1952-01-19 00:00:00+00
0101000020E6100000A397ACE5296C5DC0A128756E7F304140,,FALSE,7085,34.3788889,-117.6900572,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07085,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07085.jpg,"Nov. 23, 1953",Joshua trees along Calif 138 nr. Big Pines,Joshua trees along Cal. 138 near Big PinesCalifornia,,,"Big Pines, California","34.3788889, -117.6900572",,,202,Landscape photographs,Identification photographs,Joshua trees,Grasses,Hills,Rocks,,,,,,,,,,1953-11-23 00:00:00+00
0101000020E610000031D8689489F75DC0C7D5C8AEB4CE4140,,FALSE,7919,35.614889,-119.8677722,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07919,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07919.jpg,"Mar. 25, 1955",Field of poppies & sand hills to west - along US 466 west of Cal 33,"California poppies and foothills of Temblor Range SW of US 466 west of Blackwells Corner, Kern Co.",,,"Blackwells Corner, California","35.614889, -119.8677722",,,260,Landscape photographs,,Hills,Sand,Wildflowers,Poppies,Shrubs,Mountains,Valleys,,,,,,Temblor Range (Calif.),1955-03-25 00:00:00+00
0101000020E61000005EA27A6B60E15DC08E40BCAE5F044140,,FALSE,6645,34.03417,-119.52151,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06645,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06645.jpg,18018,Across little bay to Pedro Pt.,Looking across a little bay to Pedro Pt.,,,"Pedro Point, California","34.03417, -119.52151",,,3049,Landscape photographs,,Hills,Bays (Bodies of water),Seas,Beaches,Roads,Dwellings,Coastlines,,,,,,,1953-05-01 00:00:00+00
0101000020E61000001734886A25EA5BC0AAAFF897EE1D4440,,FALSE,6483,40.2338438,-111.6585337,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06483,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06483.jpg,"Nov. 5, 1952","Great rock mtn north of Provo.11,957 ft.",Timpanogos Mtn. near Provo - Utah's second highest.,,,"Provo, Utah","40.2338438, -111.6585337",,,3120,Landscape photographs,,Lawns,Trees,Flowers,Shrubs,Utility poles,Mountains,,,,,,,"Timpanogos, Mount (Utah)",1952-11-05 00:00:00+00
0101000020E6100000C364248F644F5AC0F7D3DA8F6F374340,,FALSE,6287,38.4330921,-105.2405126,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06287,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06287.jpg,"Oct. 28, 1952",Scene near Canon City=Corn Shocks-yellow poplar leaves & Rockies,"Corn shocks, yellow-leaved poplars, and Rocky Mtns beyond. Scene near Canon City, Colorado",,,"Canon City, Colorado","38.4330921, -105.240512643376",,,340,Landscape photographs,,Croplands,Trees,Poplars,Mountains,Corn shocks,,,,,,,,Rocky Mountains,1952-10-28 00:00:00+00
0101000020E6100000C364248F644F5AC0F7D3DA8F6F374340,,FALSE,6311,38.4330921,-105.2405126,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06311,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06311.jpg,"Oct. 28, 1952",Uptilted rock along skyline drive above Canon City,Road along top of comb-SkylineDrive above Canon City-view is northColorado,,,"Canon City, Colorado","38.4330921, -105.240512643376",,,341,Landscape photographs,,Mountains,Roads,Rocks,Shrubs,Valleys,Rock formations,Trails & paths,,,,,,,1952-10-28 00:00:00+00
0101000020E61000006A076D83A4635BC0B25DEB9CB0543F40,,FALSE,5502,31.3308199,-109.5569161,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05502,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05502.jpg,"Jan. 4, 1952",Agua Prieta Casino.,"Agua Prieta, Mexico - The Casino by day.",,"Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Agua Prieta, Sonora","31.3308199, -109.5569161",,,1,Architectural photographs,Column6,Domes,Towers,Casinos,Buildings,Walls,Women,Utility poles,Dogs,Windows,,,,,1952-01-04 00:00:00+00
0101000020E61000003567D883A4635BC0B25DEB9CB0543F40,,FALSE,5503,31.3308199,-109.5569162,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05503,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05503.jpg,"Jan. 4, 1952",Residence with century plants.,Residence with century plants.  Agua Prieta - Mex.,,,"Agua Prieta, Sonora","31.3308199, -109.5569162",,,2,Architectural photographs,,Houses,Windows,Agaves,Trees,Shrubs,Walls,Fences,Streets,Cities & towns,Dormers,Chimneys,,,1952-01-04 00:00:00+00
0101000020E610000094861A85A4635BC0B25DEB9CB0543F40,,FALSE,5506,31.3308199,-109.5569165,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05506,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05506.jpg,"Jan. 4, 1952",West side of Av. Pan-Am.,Along west side of Avenida Pan Americana near midday.  Agua Prieta.,,,"Agua Prieta, Sonora","31.3308199, -109.5569165",,Pepsi-Cola Company,5,Ethnographic photographs,Cityscape photographs,Bars,Tailor shops,Mercantile facilities,Signs (Notices),Advertisements,Men,Automobiles,Electric lines,Streets,City & town life,Cities & towns,Doors & doorways,,1952-01-04 00:00:00+00
0101000020E610000057F036CA553A5DC08737C6A9311F4140,,FALSE,7481,34.2437031,-116.9114862,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07481,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07481.jpg,"Oct. 11, 1954",Still higher.,"Trees atop rock wall along Hwy US 40A through Feather river canyon below Big Bend, Butte county, California.",,,"Big Bend, California","34.2437031, -116.9114862",,,186,Landscape photographs,,Trees,Shrubs,Rocks,,,,,,,,,,Feather River Canyon (Calif.),1954-10-11 00:00:00+00
0101000020E61000005B61FA5E439953C03E07962364424440,,FALSE,2535,40.518681,-78.394737,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02535,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02535.jpg,"Sep. 30, 1941","Another freight eastbound, entering top of Horseshoe Curve.",P.R.R. freight downbound on right side of Horseshoe Curve.,,,"Altoona, Pennsylvania","40.518681, -78.394737",,Pennsylvania Railroad,32,Landscape photographs,Snapshots,Railroads,Railroad freight cars,Reservoirs,Mountains,Forests,Lakes & ponds,,,,,,,Horseshoe Curve National Historic Landmark (Pa.),1941-09-30 00:00:00+00
0101000020E6100000431F2C63439953C03E07962364424440,,FALSE,2536,40.518681,-78.394738,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02536,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02536.jpg,"Sep. 30, 1941",Left side of Horseshoe Curve. PRR passenger train down bound.,P.R.R. passenger train downbound on left side of Horeseshoe Curve.,,,"Altoona, Pennsylvania","40.518681, -78.394738",,Pennsylvania Railroad,33,Views,Landscape photographs,Reservoirs,Lakes & ponds,Railroads,Railroad passenger cars,Trees,Forests,Hills,Mountains,Roads,Hydraulic facilities,,,Horseshoe Curve National Historic Landmark (Pa.),1941-09-30 00:00:00+00
0101000020E61000002BDD5D67439953C03E07962364424440,,FALSE,2537,40.518681,-78.394739,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02537,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02537.jpg,"Sep. 30, 1941",PRR passenger train doubleheader at Horseshoe Curve.,P.R.R. PASSENGER TRAIN CLIMBS THE GRADE AT HORSESHOE CURVENOON,,"Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Altoona, Pennsylvania","40.518681, -78.394739",,Pennsylvania Railroad,34,Snapshots,Views,Railroads,Railroad freight cars,Smoke,Mountains,Forests,Trees,,,,,,,Horseshoe Curve National Historic Landmark (Pa.),1941-09-30 00:00:00+00
0101000020E610000036D7C697BB785BC0723447567E6B3F40,,FALSE,5519,31.4198965,-109.8864498,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05519,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05519.jpg,"Jan. 4, 1952",Bisbee + Mtn from Main st.,Looking down Bisbee's main thorofare to its mountain.,,,"Bisbee, Arizona","31.4198965, -109.886449760609",,Zenith Radio Corporation,235,Cityscape photographs,,Streets,Cities & towns,Automobiles,Buildings,Mountains,Shrubs,Signs (Notices),Electric signs,Electric lines,Flags,Mercantile facilities,Fraternal lodges,,1952-01-04 00:00:00+00
0101000020E6100000896CD6CFD15355C0F79CAA31D7854140,,FALSE,5116,35.0456297,-85.3096809,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05116,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05116.jpg,"Dec. 2, 1951",House on side of hill western Chat.,House on side of hill west side of Chattanooga,,,"Chattanooga, Tennessee","35.0456297, -85.3096809",,,409,Architectural photographs,,,,Houses,,Hills,,,,,,,,,1951-12-02 00:00:00+00
0101000020E6100000942353F4F6E755C0626E522C12F04440,,FALSE,2871,41.8755546,-87.6244479,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02871,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02871.jpg,Sep. 1944,Mary Martin 3/4 length,"Mary Martin Jackson Pk. lake front.C.W. Cushman7000 So. Shore DriveChicago 44, Illinois",,,"Chicago, Illinois","41.8755546, -87.6244479","Martin, Mary",,690,Portraits,,Lakes & ponds,Rocks,Women,Parks,,,,,,,,,"Jackson Park (Chicago, Ill.)",1944-09-01 00:00:00+00
0101000020E610000036D7C697BB785BC0723447567E6B3F40,,FALSE,5520,31.4198965,-109.8864498,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05520,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05520.jpg,"Jan. 4, 1952",from higher up. [Bisbee + Mtn from Main st.],View east over Bisbee's trees and housetops toward its mountain.  Copper Queen Hotel at left.,,,"Bisbee, Arizona","31.4198965, -109.886449760609",,"Copper Queen Hotel (Bisbee, Ariz.)",236,Cityscape photographs,Views,Mountains,Trees,Shrubs,Signs (Notices),Automobiles,Streets,Flagpoles,Churches,Hotels,Buildings,Dwellings,Cities & towns,,1952-01-04 00:00:00+00
